creationDate,startDate,endDate,value
2023-12-30 10:07:29-04:00,2023-12-30 06:31:26-04:00,2023-12-30 07:03:56-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 07:03:56-04:00,2023-12-30 07:06:26-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 07:03:56-04:00,2023-12-30 07:06:26-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 07:06:26-04:00,2023-12-30 07:08:26-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 07:08:26-04:00,2023-12-30 07:29:26-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 07:08:26-04:00,2023-12-30 07:29:26-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 07:29:26-04:00,2023-12-30 07:30:26-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 07:30:26-04:00,2023-12-30 07:31:26-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 07:30:26-04:00,2023-12-30 07:31:26-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 07:31:26-04:00,2023-12-30 07:33:56-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 07:33:56-04:00,2023-12-30 07:36:56-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 07:33:56-04:00,2023-12-30 07:36:56-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 07:36:56-04:00,2023-12-30 07:37:56-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 08:00:02-04:00,2023-12-29 22:57:24-04:00,2023-12-30 08:00:01-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 07:37:56-04:00,2023-12-30 08:06:26-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 08:06:26-04:00,2023-12-30 08:06:56-04:00,HKCategoryValueSleepAnalysisAsleepREM
2023-12-30 10:07:29-04:00,2023-12-30 07:37:56-04:00,2023-12-30 08:06:56-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 08:06:56-04:00,2023-12-30 08:13:26-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 08:13:26-04:00,2023-12-30 08:14:56-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 08:13:26-04:00,2023-12-30 08:14:56-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 08:14:56-04:00,2023-12-30 08:20:56-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 08:20:56-04:00,2023-12-30 08:28:26-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 08:20:56-04:00,2023-12-30 08:28:26-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 08:28:26-04:00,2023-12-30 08:30:56-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 08:30:56-04:00,2023-12-30 08:33:56-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 08:30:56-04:00,2023-12-30 08:33:56-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 08:33:56-04:00,2023-12-30 08:36:26-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 08:36:26-04:00,2023-12-30 08:42:26-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 08:36:26-04:00,2023-12-30 08:42:26-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 08:42:26-04:00,2023-12-30 08:45:26-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 08:45:26-04:00,2023-12-30 09:04:56-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 09:04:56-04:00,2023-12-30 09:16:26-04:00,HKCategoryValueSleepAnalysisAsleepREM
2023-12-30 10:07:29-04:00,2023-12-30 08:45:26-04:00,2023-12-30 09:16:26-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-30 10:07:29-04:00,2023-12-30 09:16:26-04:00,2023-12-30 09:20:26-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-30 10:07:29-04:00,2023-12-30 09:20:26-04:00,2023-12-30 09:23:56-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 09:23:56-04:00,2023-12-30 09:25:26-04:00,HKCategoryValueSleepAnalysisAsleepREM
2023-12-30 10:07:29-04:00,2023-12-30 09:25:26-04:00,2023-12-30 09:56:56-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-30 10:07:29-04:00,2023-12-30 09:20:26-04:00,2023-12-30 09:56:56-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-30 23:22:19-04:00,2023-12-30 23:22:40-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-30 23:30:35-04:00,2023-12-30 23:31:22-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-30 23:33:51-04:00,2023-12-30 23:34:29-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-30 23:41:27-04:00,2023-12-30 23:41:29-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-30 23:41:31-04:00,2023-12-30 23:41:34-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-31 00:14:36-04:00,2023-12-31 00:37:55-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-31 00:37:57-04:00,2023-12-31 00:38:01-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-31 00:38:07-04:00,2023-12-31 00:40:10-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 02:22:54-04:00,2023-12-31 03:04:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 02:22:54-04:00,2023-12-31 03:04:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 03:04:24-04:00,2023-12-31 03:19:54-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 03:19:54-04:00,2023-12-31 03:32:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 03:19:54-04:00,2023-12-31 03:32:54-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 03:32:54-04:00,2023-12-31 04:46:54-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 04:46:54-04:00,2023-12-31 04:58:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 04:46:54-04:00,2023-12-31 04:58:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 04:58:24-04:00,2023-12-31 05:10:24-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 05:10:24-04:00,2023-12-31 05:12:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 05:10:24-04:00,2023-12-31 05:12:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 05:12:24-04:00,2023-12-31 05:12:54-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 05:12:54-04:00,2023-12-31 05:15:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 05:12:54-04:00,2023-12-31 05:15:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 05:15:24-04:00,2023-12-31 07:24:54-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 07:24:54-04:00,2023-12-31 07:27:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 07:24:54-04:00,2023-12-31 07:27:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 07:27:24-04:00,2023-12-31 07:30:24-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 07:30:24-04:00,2023-12-31 08:13:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 07:30:24-04:00,2023-12-31 08:13:54-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 08:13:54-04:00,2023-12-31 08:14:24-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 08:14:24-04:00,2023-12-31 08:24:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 08:14:24-04:00,2023-12-31 08:24:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 08:24:24-04:00,2023-12-31 08:25:54-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 08:25:54-04:00,2023-12-31 08:38:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 08:25:54-04:00,2023-12-31 08:38:54-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 08:38:54-04:00,2023-12-31 08:41:24-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 08:41:24-04:00,2023-12-31 09:02:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 09:02:54-04:00,2023-12-31 09:03:54-04:00,HKCategoryValueSleepAnalysisAsleepREM
2023-12-31 11:38:58-04:00,2023-12-31 09:03:54-04:00,2023-12-31 09:05:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 09:05:24-04:00,2023-12-31 09:10:54-04:00,HKCategoryValueSleepAnalysisAsleepREM
2023-12-31 11:38:58-04:00,2023-12-31 09:10:54-04:00,2023-12-31 09:11:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 09:11:54-04:00,2023-12-31 09:27:54-04:00,HKCategoryValueSleepAnalysisAsleepREM
2023-12-31 11:38:58-04:00,2023-12-31 09:27:54-04:00,2023-12-31 09:28:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 09:28:54-04:00,2023-12-31 10:09:24-04:00,HKCategoryValueSleepAnalysisAsleepREM
2023-12-31 11:38:58-04:00,2023-12-31 10:09:24-04:00,2023-12-31 10:09:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 08:41:24-04:00,2023-12-31 10:09:54-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 10:09:54-04:00,2023-12-31 10:10:24-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 10:10:24-04:00,2023-12-31 10:55:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 10:10:24-04:00,2023-12-31 10:55:54-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 10:55:54-04:00,2023-12-31 10:56:54-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 10:56:54-04:00,2023-12-31 10:59:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 10:56:54-04:00,2023-12-31 10:59:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 10:59:24-04:00,2023-12-31 11:00:24-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 11:00:24-04:00,2023-12-31 11:03:54-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 11:00:24-04:00,2023-12-31 11:03:54-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 11:03:54-04:00,2023-12-31 11:06:54-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 11:06:54-04:00,2023-12-31 11:09:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 11:06:54-04:00,2023-12-31 11:09:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:58-04:00,2023-12-31 11:09:24-04:00,2023-12-31 11:11:24-04:00,HKCategoryValueSleepAnalysisAwake
2023-12-31 11:38:58-04:00,2023-12-31 11:11:24-04:00,2023-12-31 11:18:24-04:00,HKCategoryValueSleepAnalysisAsleepCore
2023-12-31 11:38:58-04:00,2023-12-31 11:11:24-04:00,2023-12-31 11:18:24-04:00,HKCategoryValueSleepAnalysisInBed
2023-12-31 11:38:56-04:00,2023-12-31 01:22:54-04:00,2023-12-31 11:38:55-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2023-12-31 22:07:31-04:00,2023-12-31 22:39:31-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2023-12-31 22:07:31-04:00,2023-12-31 22:39:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2023-12-31 22:39:31-04:00,2023-12-31 22:40:01-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2023-12-31 22:40:01-04:00,2023-12-31 22:50:31-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2023-12-31 22:40:01-04:00,2023-12-31 22:50:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2023-12-31 22:50:31-04:00,2023-12-31 22:51:31-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2023-12-31 22:51:31-04:00,2023-12-31 23:00:01-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2023-12-31 22:51:31-04:00,2023-12-31 23:00:01-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2023-12-31 23:00:01-04:00,2023-12-31 23:05:01-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2023-12-31 23:05:01-04:00,2023-12-31 23:06:01-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2023-12-31 23:05:01-04:00,2023-12-31 23:06:01-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2023-12-31 23:06:01-04:00,2024-01-01 02:42:01-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 02:42:01-04:00,2024-01-01 02:43:31-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 02:42:01-04:00,2024-01-01 02:43:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 02:43:31-04:00,2024-01-01 02:50:01-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 02:50:01-04:00,2024-01-01 02:55:31-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 02:50:01-04:00,2024-01-01 02:55:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 02:55:31-04:00,2024-01-01 02:56:31-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 02:56:31-04:00,2024-01-01 02:58:01-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 02:56:31-04:00,2024-01-01 02:58:01-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 02:58:01-04:00,2024-01-01 03:01:31-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 03:01:31-04:00,2024-01-01 03:11:01-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 03:01:31-04:00,2024-01-01 03:11:01-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 03:11:01-04:00,2024-01-01 03:11:31-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 03:11:31-04:00,2024-01-01 04:10:31-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 03:11:31-04:00,2024-01-01 04:10:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 04:10:31-04:00,2024-01-01 04:11:31-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 04:11:31-04:00,2024-01-01 04:19:31-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 04:11:31-04:00,2024-01-01 04:19:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 04:19:31-04:00,2024-01-01 04:22:01-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 04:22:01-04:00,2024-01-01 04:35:31-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 04:22:01-04:00,2024-01-01 04:35:31-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 04:35:31-04:00,2024-01-01 04:38:31-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 04:38:31-04:00,2024-01-01 04:59:01-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 04:38:31-04:00,2024-01-01 04:59:01-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 04:59:01-04:00,2024-01-01 04:59:31-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 04:59:31-04:00,2024-01-01 05:06:01-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 05:06:01-04:00,2024-01-01 05:11:01-04:00,HKCategoryValueSleepAnalysisAsleepREM
2024-01-01 12:03:52-04:00,2024-01-01 04:59:31-04:00,2024-01-01 05:11:01-04:00,HKCategoryValueSleepAnalysisInBed
2024-01-01 12:03:52-04:00,2024-01-01 05:11:01-04:00,2024-01-01 05:14:01-04:00,HKCategoryValueSleepAnalysisAwake
2024-01-01 12:03:52-04:00,2024-01-01 05:14:01-04:00,2024-01-01 05:16:01-04:00,HKCategoryValueSleepAnalysisAsleepCore
2024-01-01 12:03:52-04:00,2024-01-01 05:16:01-04:00,2024-01-01 05:17:01-04:00,HKCategoryValueSleepAnalysisAsleepREM
